userTimeStamp,timeTaken,totalDistance,Xdist,Ydist,stepCount (is tutorial?),buttonCount (currentMode),modeName,positionSeed,modeSeed,,age
8/25/2021 4:52:44 PM,19.58,0.24,0.24,0.03,10,0,spatialHarmonicsTwoD,0,4,,21
16/09/2021 14:48:21,29.04616,0.445616,0.3383412,0.2899981,1,0,spatialHarmonicsTwoD,0,4,9/16/2021 15:21:03,25
16/09/2021 14:48:21,56.28994,0.3837244,0.053298,0.3800049,2,0,spatialHarmonicsTwoD,0,4,,25
16/09/2021 14:48:21,25.79194,0.08288171,0.02166719,0.07999945,3,0,spatialHarmonicsTwoD,0,4,,25
16/09/2021 14:48:21,24.27427,0.4056679,0.2616596,0.3100011,4,0,spatialHarmonicsTwoD,0,4,,25
16/09/2021 14:48:21,31.94818,0.1409901,0.01666492,0.1400018,5,0,spatialHarmonicsTwoD,0,4,,25
16/09/2021 14:48:21,10.69488,0.3877734,0.2783313,0.2699998,6,0,spatialHarmonicsTwoD,0,4,,25
16/09/2021 14:48:21,14.1302,0.08110459,0.01333952,0.08000007,7,0,spatialHarmonicsTwoD,0,4,,25
16/09/2021 14:48:21,10.76067,0.2919105,0.03334618,0.2899996,8,0,spatialHarmonicsTwoD,0,4,,25
16/09/2021 14:48:21,149.0818,2.154982,1.088319,1.859975,9,0,spatialHarmonicsTwoD,0,4,,25
16/09/2021 14:48:21,20.35415,0.1700337,0.003341675,0.1700009,10,0,spatialHarmonicsTwoD,0,4,,25
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Time (s),2D Dist,X Dist,Y Dist,,,,50+,#DIV/0!,0,
N = 170,33.88,2.01,0.80,1.58,,,,40+,#DIV/0!,0,
,,,,,,,,35+,#DIV/0!,0,
,,,X target,Y target,2D target,,,34-,2.009020128,50,
,Acc:,,0.88,0.78,0.72,,,25 - 35,0.45446843,10,
,,,,,,,,25-,2.009020128,50,
