userTimeStamp,timeTaken,totalDistance,Xdist,Ydist,stepCount (is tutorial?),buttonCount (currentMode),modeName,positionSeed,modeSeed,,musicalTheoryRating,musicalTheoryRating
18/08/2021 11:10:35 AM,12.98,1.13,0.02,1.13,9,2,spatialHarmonicsTwoD,2,2,,1,1
18/08/2021 11:10:35 AM,22.40,2.98,1.88,2.31,10,2,spatialHarmonicsTwoD,2,2,,1,1
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Time (s),2D Dist,X Dist,Y Dist,,,,,,,,
N = 170,28.16,5.10,3.53,2.92,,,,,,,,
,,,,,,,,,,,,
,,,X target,Y target,2D target,,,,,,,
,Acc:,,0.7,0.65,0.6,,,,,,,
,,,,,,,,,,Avg 2D distance,musicalTheoryRating,
,,,,,,,,,,#DIV/0!,7,
,,,,,,,,,,#DIV/0!,6,
,,,,,,,,,,#DIV/0!,5,
,,,,,,,,,,#DIV/0!,4,
,,,,,,,,,,#DIV/0!,3,
,,,,,,,,,,4.448449724,2,
,,,,,,,,,,5.748626373,1,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,Avg 2D distance,musicalTheoryRating,
,,,,,,,,,0,#DIV/0!,Some/High,
,,,,,,,,,80,5.098538049,Low/None,
