userTimeStamp,timeTaken,totalDistance,Xdist,Ydist,stepCount (is tutorial?),buttonCount (currentMode),modeName,positionSeed,modeSeed,,,
24/08/2021 19:34:05,34.70,0.41,0.41,0.05,1,2,spatialHarmonicsOneD,3,6,8/24/2021 18:54:56,2,1
24/08/2021 19:34:05,34.14,0.27,0.07,0.26,2,2,spatialHarmonicsOneD,3,6,,2,1
24/08/2021 19:34:05,14.02,0.01,0.01,0.01,3,2,spatialHarmonicsOneD,3,6,,2,1
24/08/2021 19:34:05,17.98,0.04,0.02,0.04,4,2,spatialHarmonicsOneD,3,6,,2,1
24/08/2021 19:34:05,41.72,0.21,0.00,0.21,5,2,spatialHarmonicsOneD,3,6,,2,1
24/08/2021 19:34:05,33.85,10.91,10.91,0.26,6,2,spatialHarmonicsOneD,3,6,,2,1
24/08/2021 19:34:05,22.27,0.03,0.01,0.03,7,2,spatialHarmonicsOneD,3,6,,2,1
24/08/2021 19:34:05,21.85,0.20,0.15,0.13,8,2,spatialHarmonicsOneD,3,6,,2,1
24/08/2021 19:34:05,17.35,0.04,0.00,0.04,9,2,spatialHarmonicsOneD,3,6,,2,1
24/08/2021 19:34:05,33.07,0.33,0.10,0.32,10,2,spatialHarmonicsOneD,3,6,,2,1
25/08/2021 00:50:10,13.25,17.93,6.75,16.61,1,2,spatialHarmonicsOneD,6,6,8/25/2021 1:31:37,1,1
25/08/2021 00:50:10,15.57,14.71,3.47,14.29,2,2,spatialHarmonicsOneD,6,6,,1,1
25/08/2021 00:50:10,5.23,16.82,4.50,16.21,3,2,spatialHarmonicsOneD,6,6,,1,1
25/08/2021 00:50:10,17.27,11.74,0.68,11.72,4,2,spatialHarmonicsOneD,6,6,,1,1
25/08/2021 00:50:10,6.63,19.91,9.95,17.25,5,2,spatialHarmonicsOneD,6,6,,1,1
25/08/2021 00:50:10,6.48,14.40,0.90,14.37,6,2,spatialHarmonicsOneD,6,6,,1,1
25/08/2021 00:50:10,6.08,15.91,0.96,15.88,7,2,spatialHarmonicsOneD,6,6,,1,1
25/08/2021 00:50:10,10.90,14.42,0.92,14.39,8,2,spatialHarmonicsOneD,6,6,,1,1
25/08/2021 00:50:10,5.70,14.21,1.66,14.11,9,2,spatialHarmonicsOneD,6,6,,1,1
25/08/2021 00:50:10,3.72,12.92,1.46,12.84,10,2,spatialHarmonicsOneD,6,6,,1,1
25/08/2021 17:30:09,23.43,4.29,0.33,4.28,1,0,spatialHarmonicsOneD,7,1,8/25/2021 18:13:52,2,1
25/08/2021 17:30:09,55.21,10.18,0.04,10.18,2,0,spatialHarmonicsOneD,7,1,,2,1
25/08/2021 17:30:09,8.94,3.99,0.92,3.88,3,0,spatialHarmonicsOneD,7,1,,2,1
25/08/2021 17:30:09,58.80,14.33,3.31,13.94,4,0,spatialHarmonicsOneD,7,1,,2,1
25/08/2021 17:30:09,31.06,4.21,4.20,0.10,5,0,spatialHarmonicsOneD,7,1,,2,1
25/08/2021 17:30:09,14.17,10.83,0.18,10.83,6,0,spatialHarmonicsOneD,7,1,,2,1
25/08/2021 17:30:09,21.71,16.94,1.55,16.87,7,0,spatialHarmonicsOneD,7,1,,2,1
