userTimeStamp,timeTaken,totalDistance,Xdist,Ydist,stepCount (is tutorial?),buttonCount (currentMode),modeName,positionSeed,modeSeed,,,
19/08/2021 12:30:01 PM,6.21,9.24,5.62,7.33,1,1,channelBasedPitch,2,3,8/19/2021 1:28:24,2,1
19/08/2021 12:30:01 PM,5.71,17.43,15.39,8.19,2,1,channelBasedPitch,2,3,,2,1
19/08/2021 12:30:01 PM,9.22,12.84,12.04,4.46,3,1,channelBasedPitch,2,3,,2,1
19/08/2021 12:30:01 PM,10.06,13.30,6.33,11.70,4,1,channelBasedPitch,2,3,,2,1
19/08/2021 12:30:01 PM,12.09,19.32,18.32,6.14,5,1,channelBasedPitch,2,3,,2,1
19/08/2021 12:30:01 PM,3.71,21.19,18.33,10.62,6,1,channelBasedPitch,2,3,,2,1
19/08/2021 12:30:01 PM,7.28,11.90,7.95,8.86,7,1,channelBasedPitch,2,3,,2,1
19/08/2021 12:30:01 PM,3.93,22.04,19.52,10.24,8,1,channelBasedPitch,2,3,,2,1
19/08/2021 12:30:01 PM,7.01,17.73,17.17,4.41,9,1,channelBasedPitch,2,3,,2,1
19/08/2021 12:30:01 PM,8.01,21.34,18.28,11.02,10,1,channelBasedPitch,2,3,,2,1
23/08/2021 23:41:23,30.86,6.98,4.97,4.90,1,2,channelBasedPitch,7,5,8/24/2021 0:22:57,2,1
23/08/2021 23:41:23,24.50,7.67,5.47,5.38,2,2,channelBasedPitch,7,5,,2,1
23/08/2021 23:41:23,37.67,8.05,5.66,5.73,3,2,channelBasedPitch,7,5,,2,1
23/08/2021 23:41:23,31.28,7.62,5.30,5.48,4,2,channelBasedPitch,7,5,,2,1
23/08/2021 23:41:23,39.98,8.22,6.09,5.53,5,2,channelBasedPitch,7,5,,2,1
23/08/2021 23:41:23,14.86,8.10,6.25,5.16,6,2,channelBasedPitch,7,5,,2,1
23/08/2021 23:41:23,25.13,7.06,5.45,4.48,7,2,channelBasedPitch,7,5,,2,1
23/08/2021 23:41:23,40.56,7.94,5.92,5.29,8,2,channelBasedPitch,7,5,,2,1
23/08/2021 23:41:23,17.46,8.12,5.89,5.59,9,2,channelBasedPitch,7,5,,2,1
23/08/2021 23:41:23,22.49,7.35,5.23,5.17,10,2,channelBasedPitch,7,5,,2,1
25/08/2021 00:33:33,14.37,13.79,13.77,0.65,1,0,channelBasedPitch,6,0,8/24/2021 22:45:39,1,1
25/08/2021 00:33:33,10.95,13.56,13.56,0.11,2,0,channelBasedPitch,6,0,,1,1
25/08/2021 00:33:33,13.03,15.82,10.40,11.93,3,0,channelBasedPitch,6,0,,1,1
25/08/2021 00:33:33,9.22,11.18,11.17,0.34,4,0,channelBasedPitch,6,0,,1,1
25/08/2021 00:33:33,12.53,18.48,18.48,0.15,5,0,channelBasedPitch,6,0,,1,1
25/08/2021 00:33:33,44.27,28.33,28.33,0.02,6,0,channelBasedPitch,6,0,,1,1
25/08/2021 00:33:33,8.85,14.00,14.00,0.13,7,0,channelBasedPitch,6,0,,1,1
25/08/2021 00:33:33,9.02,9.99,7.30,6.82,8,0,channelBasedPitch,6,0,,1,1
25/08/2021 00:33:33,7.35,16.52,13.59,9.39,9,0,channelBasedPitch,6,0,,1,1
25/08/2021 00:33:33,3.45,8.29,7.06,4.34,10,0,channelBasedPitch,6,0,,1,1
27/08/2021 13:09:58,12.15,0.09,0.05,0.07,1,1,channelBasedPitch,4,3,8/27/2021 13:34:38,1,1
27/08/2021 13:09:58,13.75,0.21,0.19,0.08,2,1,channelBasedPitch,4,3,,1,1
27/08/2021 13:09:58,49.15,0.12,0.11,0.06,3,1,channelBasedPitch,4,3,,1,1
27/08/2021 13:09:58,8.48,0.32,0.11,0.30,4,1,channelBasedPitch,4,3,,1,1
27/08/2021 13:09:58,8.97,0.05,0.04,0.03,5,1,channelBasedPitch,4,3,,1,1
27/08/2021 13:09:58,18.35,0.33,0.15,0.29,6,1,channelBasedPitch,4,3,,1,1
27/08/2021 13:09:58,11.37,0.26,0.14,0.22,7,1,channelBasedPitch,4,3,,1,1
27/08/2021 13:09:58,5.78,0.26,0.20,0.16,8,1,channelBasedPitch,4,3,,1,1
27/08/2021 13:09:58,6.78,0.06,0.03,0.05,9,1,channelBasedPitch,4,3,,1,1
27/08/2021 13:09:58,11.85,0.20,0.05,0.19,10,1,channelBasedPitch,4,3,,1,1
29/08/2021 01:20:51,8.00,0.04,0.04,0.01,1,0,channelBasedPitch,8,0,8/29/2021 0:03:43,1,1
29/08/2021 01:20:51,10.20,0.33,0.33,0.02,2,0,channelBasedPitch,8,0,,1,1
29/08/2021 01:20:51,31.00,0.33,0.07,0.32,3,0,channelBasedPitch,8,0,,1,1
29/08/2021 01:20:51,15.08,0.15,0.10,0.12,4,0,channelBasedPitch,8,0,,1,1
29/08/2021 01:20:51,4.67,0.32,0.06,0.31,5,0,channelBasedPitch,8,0,,1,1
29/08/2021 01:20:51,9.77,0.29,0.26,0.12,6,0,channelBasedPitch,8,0,,1,1
29/08/2021 01:20:51,7.77,0.38,0.37,0.02,7,0,channelBasedPitch,8,0,,1,1
29/08/2021 01:20:51,38.32,0.38,0.19,0.33,8,0,channelBasedPitch,8,0,,1,1
29/08/2021 01:20:51,8.56,0.27,0.17,0.21,9,0,channelBasedPitch,8,0,,1,1
29/08/2021 01:20:51,11.19,0.41,0.25,0.32,10,0,channelBasedPitch,8,0,,1,1
8/29/2021 2:10:07 PM,10.59,2.65,1.44,2.23,1,1,channelBasedPitch,1,3,8/29/2021 14:41:14,2,1
8/29/2021 2:10:07 PM,9.79,3.41,2.58,2.23,2,1,channelBasedPitch,1,3,,2,1
8/29/2021 2:10:07 PM,23.87,4.04,2.82,2.89,3,1,channelBasedPitch,1,3,,2,1
8/29/2021 2:10:07 PM,30.31,3.87,3.70,1.12,4,1,channelBasedPitch,1,3,,2,1
8/29/2021 2:10:07 PM,16.58,2.71,2.48,1.09,5,1,channelBasedPitch,1,3,,2,1
8/29/2021 2:10:07 PM,9.38,2.90,2.16,1.94,6,1,channelBasedPitch,1,3,,2,1
8/29/2021 2:10:07 PM,19.67,1.62,1.45,0.72,7,1,channelBasedPitch,1,3,,2,1
8/29/2021 2:10:07 PM,27.51,2.43,2.23,0.96,8,1,channelBasedPitch,1,3,,2,1
8/29/2021 2:10:07 PM,11.74,3.70,2.58,2.65,9,1,channelBasedPitch,1,3,,2,1
8/29/2021 2:10:07 PM,6.57,3.14,2.16,2.28,10,1,channelBasedPitch,1,3,,2,1
8/30/2021 4:53:43 PM,44.78,4.06,0.47,4.03,5,0,channelBasedPitch,4,0,8/30/2021 17:31:10,2,1
8/30/2021 4:53:43 PM,26.01,1.00,0.23,0.97,7,0,channelBasedPitch,4,0,,2,1
